0.00058096	19345.00000000	0.00057789	2616.00000000
0.00058096	19345.00000000	0.00057789	2616.00000000
0.00058096	19345.00000000	0.00057789	2616.00000000
0.00058096	19345.00000000	0.00057789	2616.00000000
0.00058096	5161.00000000	0.00057789	2616.00000000
0.00058094	3432.00000000	0.00057789	2616.00000000
0.00058094	3484.00000000	0.00057789	2616.00000000
0.00058094	3484.00000000	0.00057789	2616.00000000
0.00058094	3484.00000000	0.00057789	2616.00000000
0.00058094	3484.00000000	0.00057789	2616.00000000
0.00058094	5161.00000000	0.00057789	2616.00000000
0.00058094	5161.00000000	0.00057789	2616.00000000
0.00058094	20064.00000000	0.00057789	2616.00000000
0.00058093	4586.00000000	0.00057789	2616.00000000
0.00058093	4586.00000000	0.00057789	2616.00000000
0.00058093	4638.00000000	0.00057789	2616.00000000
0.00058093	4638.00000000	0.00057789	2616.00000000
0.00058092	3432.00000000	0.00057789	2616.00000000
0.00058092	3484.00000000	0.00057789	2616.00000000
0.00058092	5161.00000000	0.00057789	2616.00000000
0.00058092	5161.00000000	0.00057789	2616.00000000
0.00058092	5161.00000000	0.00057789	2616.00000000
0.00058092	5161.00000000	0.00057789	2616.00000000
0.00058092	19731.00000000	0.00057789	2616.00000000
0.00058092	5161.00000000	0.00057789	2616.00000000
0.00058091	432.00000000	0.00057789	2616.00000000
0.00058091	14951.00000000	0.00057789	2616.00000000
0.00058091	14951.00000000	0.00057789	2616.00000000
0.00058091	14951.00000000	0.00057789	2616.00000000
0.00058091	14851.00000000	0.00057789	2616.00000000
0.00058091	16528.00000000	0.00057789	2616.00000000
0.00058091	16528.00000000	0.00057789	2616.00000000
0.00058091	16528.00000000	0.00057789	2616.00000000
0.00058091	16528.00000000	0.00057789	2616.00000000
0.00058091	16528.00000000	0.00057789	2616.00000000
0.00058091	2061.00000000	0.00057789	2616.00000000
0.00058100	1500.00000000	0.00058091	1672.00000000
0.00058100	1500.00000000	0.00058091	1672.00000000
0.00058100	1500.00000000	0.00058091	1672.00000000
0.00058100	1500.00000000	0.00057789	2564.00000000
0.00058100	1500.00000000	0.00057789	3482.00000000
0.00058100	1500.00000000	0.00057789	3482.00000000
0.00058100	1500.00000000	0.00057789	3482.00000000
0.00058100	1500.00000000	0.00057789	3482.00000000
0.00058100	1500.00000000	0.00057789	3482.00000000
