1517220060	0.00566807	0.00565293
1517220061	0.00566804	0.00565296
1517220062	0.00566997	0.00565296
1517220063	0.00566827	0.00565298
1517220064	0.00566824	0.00565301
1517220066	0.00566993	0.00565303
1517220066	0.00566823	0.00565306
1517220068	0.00566820	0.00565303
1517220069	0.00566820	0.00565308
1517220069	0.00566997	0.00565308
1517220071	0.00565970	0.00565308
1517220071	0.00565967	0.00565308
1517220073	0.00565967	0.00565308
1517220073	0.00565967	0.00565308
1517220074	0.00565967	0.00565205
1517220075	0.00565967	0.00565205
1517220077	0.00565967	0.00565205
1517220077	0.00565967	0.00565205
1517220078	0.00565965	0.00565205
1517220079	0.00565962	0.00565205
1517220080	0.00565960	0.00565205
1517220081	0.00565957	0.00565205
1517220083	0.00565957	0.00565205
1517220083	0.00565955	0.00565205
1517220084	0.00565952	0.00565205
1517220086	0.00565950	0.00565205
1517220086	0.00565947	0.00565205
1517220088	0.00565947	0.00565205
1517220088	0.00565945	0.00565205
1517220089	0.00565942	0.00565205
1517220091	0.00565940	0.00565205
1517220092	0.00565937	0.00565205
1517220093	0.00565937	0.00565205
1517220093	0.00565935	0.00565205
1517220094	0.00565932	0.00565205
1517220096	0.00565930	0.00565205
1517220097	0.00565927	0.00565205
1517220098	0.00565927	0.00565205
1517220098	0.00565925	0.00565205
1517220099	0.00565970	0.00565205
1517220103	0.00565970	0.00565205
1517220104	0.00567495	0.00565206
1517220105	0.00567491	0.00565209
1517220106	0.00567487	0.00565209
1517220107	0.00567484	0.00565210
1517220108	0.00567484	0.00565213
1517220109	0.00567314	0.00565213
1517220110	0.00567311	0.00565214
1517220111	0.00567495	0.00565218
1517220112	0.00567484	0.00565391
1517220113	0.00567484	0.00565391
1517220114	0.00567483	0.00565394
1517220115	0.00567483	0.00565396
1517220116	0.00567483	0.00565564
1517220117	0.00567483	0.00565567
1517220118	0.00567483	0.00565569
1517220119	0.00567483	0.00565742
1517220120	0.00567483	0.00565742
1517220121	0.00567483	0.00565745
1517220121	0.00567484	0.00565748
1517220123	0.00567484	0.00565920
1517220124	0.00567484	0.00565923
1517220125	0.00567484	0.00565925
1517220126	0.00567484	0.00566093
1517220127	0.00567484	0.00566096
1517220128	0.00567484	0.00566098
1517220129	0.00567484	0.00566271
1517220130	0.00567292	0.00566276
1517220131	0.00567291	0.00566449
1517220132	0.00567292	0.00566452
1517220133	0.00567292	0.00566454
1517220134	0.00567292	0.00566457
1517220135	0.00567292	0.00566457
1517220135	0.00567292	0.00566459
1517220136	0.00567292	0.00566462
1517220138	0.00567291	0.00566464
1517220139	0.00567291	0.00566467
1517220141	0.00567291	0.00566467
1517220143	0.00567291	0.00566467
1517220143	0.00567291	0.00566467
1517220145	0.00567291	0.00566467
1517220146	0.00567291	0.00566467
1517220151	0.00567291	0.00566467
1517220151	0.00567484	0.00566467
1517220152	0.00567483	0.00566467
1517220154	0.00567483	0.00566467
1517220154	0.00567483	0.00566467
1517220157	0.00567483	0.00566467
1517220157	0.00567483	0.00566467
1517220158	0.00567483	0.00566467
1517220159	0.00567483	0.00566467
1517220161	0.00567595	0.00566467
1517220162	0.00567595	0.00566467
1517220163	0.00567595	0.00566467
1517220164	0.00567595	0.00566467
1517220165	0.00567595	0.00566468
1517220166	0.00567595	0.00566471
1517220167	0.00567595	0.00566471
1517220168	0.00567595	0.00566471
1517220169	0.00567593	0.00565397
1517220170	0.00567590	0.00565400
1517220171	0.00567589	0.00565400
1517220172	0.00567419	0.00565401
1517220173	0.00567416	0.00565404
1517220174	0.00567582	0.00565405
1517220175	0.00567414	0.00565408
1517220176	0.00567411	0.00565413
1517220177	0.00567409	0.00565413
1517220178	0.00567236	0.00565415
1517220179	0.00567231	0.00565418
1517220180	0.00567228	0.00565418
1517220181	0.00567058	0.00565420
1517220182	0.00567055	0.00565423
1517220183	0.00567055	0.00565423
1517220184	0.00566885	0.00565222
1517220185	0.00566885	0.00565222
1517220186	0.00566885	0.00565222
1517220188	0.00566884	0.00565222
1517220189	0.00566882	0.00565222
1517220190	0.00566882	0.00565222
1517220191	0.00566882	0.00565223
1517220192	0.00566712	0.00565226
1517220193	0.00566712	0.00566467
1517220194	0.00566712	0.00566470
1517220194	0.00566712	0.00566470
1517220195	0.00566712	0.00566467
1517220197	0.00567595	0.00565226
1517220197	0.00567592	0.00566467
1517220199	0.00567056	0.00565230
1517220200	0.00567053	0.00565403
1517220200	0.00567053	0.00565406
1517220202	0.00567052	0.00565576
1517220203	0.00567049	0.00565581
1517220203	0.00567049	0.00565584
1517220205	0.00567049	0.00565584
1517220206	0.00567049	0.00565586
1517220206	0.00565586	0.00565404
1517220207	0.00565583	0.00565404
1517220209	0.00565583	0.00565404
1517220210	0.00565583	0.00565404
1517220210	0.00565583	0.00565404
1517220211	0.00565581	0.00565404
1517220212	0.00565578	0.00565404
1517220214	0.00565578	0.00565201
1517220215	0.00565578	0.00565201
1517220215	0.00565578	0.00565201
1517220217	0.00565578	0.00565467
1517220218	0.00565579	0.00565467
1517220218	0.00565579	0.00565467
1517220220	0.00566666	0.00565467
1517220220	0.00565577	0.00565467
1517220222	0.00565577	0.00565467
1517220223	0.00565575	0.00565467
1517220224	0.00565575	0.00565467
1517220225	0.00565586	0.00565579
1517220226	0.00565586	0.00565579
1517220227	0.00565586	0.00565579
1517220228	0.00565586	0.00565579
1517220229	0.00565586	0.00565579
1517220230	0.00565586	0.00565579
1517220232	0.00565586	0.00565579
1517220232	0.00565586	0.00565579
1517220235	0.00566666	0.00565579
1517220236	0.00566666	0.00565579
1517220237	0.00566666	0.00565579
1517220238	0.00566666	0.00565579
1517220239	0.00566666	0.00565579
1517220240	0.00566666	0.00565579
1517220241	0.00566666	0.00565579
1517220243	0.00566666	0.00565579
1517220244	0.00566666	0.00565580
1517220244	0.00566666	0.00565580
1517220246	0.00566666	0.00565467
1517220246	0.00566666	0.00565467
1517220247	0.00566666	0.00565467
1517220249	0.00566665	0.00565467
1517220250	0.00565575	0.00565467
1517220250	0.00565575	0.00565467
1517220252	0.00565575	0.00565467
1517220252	0.00565575	0.00565467
1517220254	0.00565575	0.00565467
1517220255	0.00565575	0.00565467
1517220256	0.00565575	0.00565467
1517220257	0.00565575	0.00565467
1517220260	0.00565575	0.00565467
1517220262	0.00565575	0.00565467
1517220264	0.00565575	0.00565467
1517220267	0.00565575	0.00565467
1517220269	0.00565575	0.00565467
1517220270	0.00565575	0.00565467
1517220272	0.00565567	0.00565467
1517220273	0.00565567	0.00565467
1517220277	0.00565567	0.00565467
1517220278	0.00565567	0.00565467
1517220279	0.00565566	0.00565467
1517220280	0.00565566	0.00565467
1517220281	0.00565566	0.00565201
1517220285	0.00565566	0.00565201
1517220285	0.00565566	0.00565201
1517220287	0.00565566	0.00565201
1517220287	0.00565566	0.00565201
1517220289	0.00565566	0.00565200
1517220289	0.00565566	0.00565200
1517220293	0.00565566	0.00565200
1517220294	0.00565566	0.00565200
1517220295	0.00565566	0.00565200
1517220300	0.00565566	0.00565200
1517220301	0.00565566	0.00565200
1517220301	0.00565566	0.00565200
1517220302	0.00565566	0.00565200
1517220304	0.00565566	0.00565200
1517220307	0.00565500	0.00565200
1517220308	0.00565500	0.00565200
1517220309	0.00565500	0.00565200
1517220310	0.00565500	0.00565200
1517220310	0.00565499	0.00565200
1517220311	0.00565499	0.00565200
1517220313	0.00565499	0.00565200
1517220314	0.00565499	0.00565200
1517220315	0.00565499	0.00565200
1517220316	0.00565499	0.00565200
1517220317	0.00565499	0.00565201
1517220317	0.00565499	0.00565201
1517220319	0.00565499	0.00565230
1517220320	0.00565499	0.00565230
1517220322	0.00565499	0.00565230
1517220324	0.00565499	0.00565230
1517220326	0.00565499	0.00565230
1517220327	0.00565499	0.00565200
1517220327	0.00565499	0.00565200
1517220328	0.00565499	0.00565200
1517220331	0.00565499	0.00565200
1517220332	0.00565499	0.00565200
1517220333	0.00565499	0.00565200
1517220336	0.00565499	0.00565200
1517220340	0.00565499	0.00565201
1517220344	0.00565499	0.00565201
1517220345	0.00565499	0.00565201
1517220345	0.00565499	0.00565201
1517220347	0.00565499	0.00565201
1517220348	0.00565499	0.00565201
1517220349	0.00565499	0.00565230
1517220350	0.00565499	0.00565256
1517220352	0.00565499	0.00565256
1517220353	0.00565499	0.00565256
1517220354	0.00565499	0.00565280
1517220355	0.00565499	0.00565280
1517220356	0.00565499	0.00565301
1517220356	0.00565499	0.00565301
1517220358	0.00565499	0.00565320
1517220359	0.00565499	0.00565320
1517220360	0.00565499	0.00565320
1517220361	0.00565499	0.00565320
1517220362	0.00565499	0.00565320
1517220364	0.00565499	0.00565320
1517220365	0.00565499	0.00565320
1517220366	0.00565499	0.00565320
1517220367	0.00565499	0.00565320
1517220368	0.00565499	0.00565320
1517220369	0.00565499	0.00565201
1517220370	0.00565499	0.00565201
1517220371	0.00565499	0.00565201
1517220373	0.00565300	0.00565201
1517220373	0.00565300	0.00565201
1517220375	0.00565300	0.00565201
1517220376	0.00565300	0.00565201
1517220377	0.00565300	0.00565201
1517220378	0.00565300	0.00565201
1517220378	0.00565300	0.00565202
1517220380	0.00565300	0.00565201
1517220381	0.00565300	0.00565201
1517220382	0.00565300	0.00565201
1517220383	0.00565300	0.00565201
1517220384	0.00565300	0.00565201
1517220384	0.00565299	0.00565201
